head_pitch_deg_mean,head_pitch_deg_std,head_yaw_deg_mean,head_yaw_deg_std,left_arm_angle_mean,left_arm_angle_std,right_arm_angle_mean,right_arm_angle_std,torso_pitch_mean,torso_pitch_std,torso_yaw_mean,torso_yaw_std,L_WRIST_accum_dist_avg,R_WRIST_accum_dist_avg,L_SHOULDER_accum_dist_avg,R_SHOULDER_accum_dist_avg,pose_LEFT_SHOULDER_x_peaks_per_s,pose_LEFT_SHOULDER_y_peaks_per_s,pose_LEFT_SHOULDER_z_peaks_per_s,pose_RIGHT_SHOULDER_x_peaks_per_s,pose_RIGHT_SHOULDER_y_peaks_per_s,pose_RIGHT_SHOULDER_z_peaks_per_s,pose_LEFT_ELBOW_x_peaks_per_s,pose_LEFT_ELBOW_y_peaks_per_s,pose_LEFT_ELBOW_z_peaks_per_s,pose_RIGHT_ELBOW_x_peaks_per_s,pose_RIGHT_ELBOW_y_peaks_per_s,pose_RIGHT_ELBOW_z_peaks_per_s,pose_LEFT_WRIST_x_peaks_per_s,pose_LEFT_WRIST_y_peaks_per_s,pose_LEFT_WRIST_z_peaks_per_s,pose_RIGHT_WRIST_x_peaks_per_s,pose_RIGHT_WRIST_y_peaks_per_s,pose_RIGHT_WRIST_z_peaks_per_s,pose_LEFT_HIP_x_peaks_per_s,pose_LEFT_HIP_y_peaks_per_s,pose_LEFT_HIP_z_peaks_per_s,pose_RIGHT_HIP_x_peaks_per_s,pose_RIGHT_HIP_y_peaks_per_s,pose_RIGHT_HIP_z_peaks_per_s,left_hand_WRIST_x_peaks_per_s,left_hand_WRIST_y_peaks_per_s,left_hand_WRIST_z_peaks_per_s,right_hand_WRIST_x_peaks_per_s,right_hand_WRIST_y_peaks_per_s,right_hand_WRIST_z_peaks_per_s,head_pitch_deg_peaks_per_s,head_yaw_deg_peaks_per_s,left_arm_angle_peaks_per_s,right_arm_angle_peaks_per_s,torso_pitch_peaks_per_s,torso_yaw_peaks_per_s,dist_wrist_lr_peaks_per_s,dist_elbows_lr_peaks_per_s,dist_left_wrist_to_left_shoulder_peaks_per_s,dist_right_wrist_to_right_shoulder_peaks_per_s,dist_left_wrist_to_right_shoulder_peaks_per_s,dist_right_wrist_to_left_shoulder_peaks_per_s,label
-0.33766225,-0.67561525,1.2433788,1.1808034,-0.9489685,0.16069397,-0.044174474,2.0292828,0.22531503,0.5749518,-1.336711,0.34449795,-0.14499716,-0.29101238,-0.66578937,-0.7573975,1.0640665,0.3751905,-0.67856777,0.3252282,-1.0747746,-0.3071957,0.3902575,0.6103069,-0.64208245,-0.0328869,0.5050216,-0.9250376,0.16278228,-0.9432951,0.8103362,1.7883582,0.53108245,0.63519686,-0.08790689,-0.73589855,-0.4280421,-0.06004694,0.57088864,-0.40583047,-0.8946131,-0.7379854,0.17188588,1.0496043,0.61400145,-0.75579834,0.5475946,1.623713,0.14115441,-1.4874452,-0.5840655,-0.40070316,-0.49552605,-0.02338852,-2.1778843,-0.016306315,-1.3259809,-0.7754736,0
-0.10534732,-0.6507375,0.22219148,-1.140746,-1.0247071,-0.60393053,-1.0430121,-0.8946311,0.86454386,-0.5436139,0.15224078,1.0445848,0.5076923,0.3718198,-0.76209193,-0.87352234,2.4774094,1.1308824,-1.2856258,0.3125801,0.93866134,-1.5111818,0.9547549,0.8795265,-0.73237294,-1.3856264,-0.9863245,-1.2046411,-1.3285743,-0.47421363,-1.1391854,0.36482415,-0.3357676,-0.8486391,0.3089561,0.3519322,-0.6310042,0.5743575,0.4573559,-0.4415113,-0.14093603,-1.3376212,-1.7858138,0.5976646,1.3435147,-0.42784396,-0.40829134,0.4600855,-1.0762672,-2.118161,-0.004591834,0.5065707,-1.0281621,-1.5231327,-1.9765807,-0.83142006,-2.1574905,-0.62139875,0
-0.89542013,1.9704216,0.1866136,-0.8990229,-0.26630834,0.28694808,0.21773447,-1.0418838,0.4909178,0.010810398,-1.1313549,1.047887,2.0495532,1.0549706,0.8306728,0.3302299,1.6631235,0.05044156,-0.16273968,1.1343116,-0.4958095,0.5325884,1.3714861,0.58033454,-0.4172282,-0.20829348,-0.7956838,-0.28488532,0.44137242,-0.70409447,-0.43608576,-0.45512223,0.08155798,0.512019,0.7443564,-0.020631066,0.2770467,0.5381336,-0.21102853,0.55035335,0.64397085,-0.08348025,-0.43853506,1.2905303,0.5131222,-0.96880645,-1.106906,0.91034,-0.4332466,-1.2132014,-0.46914247,0.08488528,0.6463085,0.05527393,-0.078313895,0.89179283,-1.5755274,0.67719775,1
-0.30708867,0.7793415,0.17363517,-1.2692149,-1.2128477,-0.79542243,-0.3833396,-0.9335101,0.3547038,-0.043040533,-0.99153906,1.0308551,4.546152,2.976026,1.8269325,0.8802174,1.2822886,0.7513599,0.43608516,0.51693493,-0.08212723,-0.6884528,0.98616296,1.3176645,-0.12967493,-0.005675232,0.6722854,-0.5520549,1.1804953,0.834825,-0.92128307,1.3252457,-0.3818125,-0.5643229,0.80872166,-0.3543808,1.4038274,0.305247,-0.7347752,1.508325,1.7849648,3.720958,2.327083,0.29163894,0.7848789,-0.38966146,-1.9436121,0.723544,-0.035873733,-0.37347415,0.06510444,1.2198763,1.2137756,0.6317144,3.289778,0.17005542,2.809078,0.89808476,2
-0.4969695,0.7306258,-0.8915218,0.67230725,-0.33816853,0.073187925,0.16630355,-0.6562264,-0.03078491,1.2286409,-0.16957095,0.77246326,0.6257003,0.36699328,-0.039289273,-0.26688027,-0.10204763,0.9190909,-0.8210419,0.7952921,0.82246214,0.45972002,0.3248313,-0.14148673,-0.89055616,-0.8161117,-0.044880148,0.089198,0.5721961,-0.21351601,-0.010229744,0.069973245,-0.85743237,-0.117757514,0.3212854,0.4836473,-1.9304788,-0.4913913,0.81867534,-2.0843358,0.8475982,1.3157675,-1.6664758,0.29536542,-0.16288546,-1.951799,-1.1671885,0.32616696,-0.4449007,1.4606643,-0.59497815,0.34509152,0.32283524,0.4920835,0.19955844,0.3514411,0.041866105,-0.23511864,2
1.876242,0.7106235,-2.383408,0.41587985,-1.453703,-1.160992,-1.0749413,-1.2565734,0.9769809,0.4598015,1.0210482,-1.6464642,1.000344,-0.8279096,-1.1308551,-0.6364312,-0.38790864,0.70152414,-0.5148057,1.1991249,0.23523857,-1.0103354,-1.6577797,-0.1962983,-0.9948246,2.1628976,0.97999454,-0.336299,0.8340937,-0.23741451,0.83732724,-0.3333126,-0.28786862,1.0526385,1.2339071,-0.6463276,1.0611116,-0.63889825,1.056843,1.0634258,0.40041733,0.40303418,0.52382576,-0.79940724,-0.25172174,0.9391336,0.7996972,1.5315263,-2.090757,1.7200663,0.3799085,-1.5848467,-0.7362029,1.5972458,0.40719453,1.1311399,-0.18581617,-0.06843879,0
1.7838546,0.40924504,-2.6870787,0.6286725,-1.1051289,-1.3580611,-1.4100275,-1.7003804,1.3415729,0.0663214,1.0288743,-1.4652907,2.2673402,0.37153795,-0.49884644,-0.3064911,0.78463995,0.60244036,-0.34041446,1.1484965,0.705118,-0.737507,-0.24817125,-0.5971405,0.07178912,0.56790054,0.1459844,-0.58923995,0.78083676,-1.024236,-0.3804334,-0.69302493,0.07210247,-0.7045424,1.6227632,1.6374154,0.6549027,0.7515205,1.2305087,0.49645352,0.29240873,0.6571464,-0.36729267,0.056799214,-0.36663058,-1.0561756,0.2721673,0.53539157,0.8433919,1.0507869,0.874268,-1.2862599,0.32341412,-0.2004103,0.38167858,-1.0077801,-0.028816035,-1.0669878,0
2.398803,0.8802265,-2.7227242,0.96072173,-1.2955648,-1.2686481,-1.3541249,-1.6778984,1.1873901,0.74111074,0.9112335,-1.2359765,-0.36352283,-0.21487051,-1.1308534,-1.0174602,0.8440416,0.3401722,-1.1450937,1.3821086,0.79890025,-1.7998208,-0.71504164,0.82456285,-0.6112714,0.8155124,0.63627243,-0.7984523,1.1928612,0.25803673,-0.6770132,-0.57572293,-0.7459365,-0.22244246,0.13201927,0.695531,0.90581495,0.48191577,0.22646946,1.1104232,0.97515386,0.46716905,0.4244983,-0.28775796,0.16358714,0.21186318,0.9987326,0.73348606,-0.9153675,0.26371968,-1.7664872,-0.9138865,0.83155,-1.2431397,-0.25534812,-0.72716707,-0.2769428,-0.51728034,0
2.6279101,2.0815542,-2.364417,1.5506504,-1.1474115,-1.4158734,-1.9192325,-1.6221039,-0.046191268,2.4160435,0.6518798,-0.39836627,-1.1035299,-1.9617552,-1.6097192,-1.6004633,1.5719625,0.5996787,-1.4747125,0.3020653,0.22579321,-1.1543981,0.29919004,0.9391591,-1.3614484,-0.093360245,0.28472444,-0.18358718,0.21437986,0.1076777,-1.205371,0.03503439,-0.8884595,-0.61916846,1.9154863,0.22582732,0.38617468,0.9073907,-0.6241881,0.3975071,-0.085751124,-0.34841064,-0.74198186,-1.0685775,0.60537124,-2.4497,0.72482747,-1.308407,-0.6922318,1.3893437,-0.49416396,-1.9457517,-2.1718955,1.3762009,-1.5641898,0.448075,-1.045782,0.02407795,0
-0.3542544,0.14708468,2.2695448,1.26958,-1.2577034,-0.7331995,0.6738834,-0.85882026,0.37109542,0.43319064,-1.7718548,-0.60643137,0.0717911,-0.68253523,-0.363265,-0.5323014,1.529491,1.165454,-1.7037586,0.6204189,0.5048505,-0.9493805,2.149243,1.2041703,-1.1509504,0.24536215,0.2970247,-0.5159241,0.39776707,0.47146904,-1.1802076,0.82320327,1.4230486,-1.1968702,0.48551697,-0.4019465,0.31076393,1.2941949,-0.24754778,0.32310393,0.8242574,2.4059815,1.6312616,-1.5684172,-0.23280409,-2.7405872,0.059559844,-0.016644405,-0.29248536,-0.99922526,-2.2672448,-0.56593287,1.4881034,0.30706277,1.4720957,-0.37311608,2.0903113,0.17292756,2
-0.65189356,1.88344,0.3206177,-0.97438264,0.004896296,0.4315446,0.059642736,-0.49375063,0.6729099,0.4087231,-0.60535485,0.9028488,1.6062921,1.0853969,0.41130772,0.09668372,1.2317835,0.15653694,-0.15415215,1.4634055,-0.16062069,0.24696411,0.6322941,-0.30117217,-0.4084743,-0.8627403,0.09436703,0.06901884,-0.08871423,0.420182,-0.98233545,1.6062676,0.20037927,-1.0268996,0.9089156,0.6036552,-0.07501075,0.20492174,-0.43521675,0.10313548,0.91984403,1.2525132,0.4035328,0.15657672,-0.7498535,-2.0342538,-1.6531088,1.2864166,-1.7891676,0.2644886,-0.18055722,0.7884782,0.95063657,1.064766,0.90375483,0.50762427,0.86733216,-0.4562195,2
0.30478033,-0.23399223,-1.9995583,1.789296,-0.63488424,-0.4379453,-0.5908653,-1.2562804,0.79626805,0.72565687,-0.0811058,0.27753565,2.7721887,0.9738111,0.08368664,-0.13935006,0.6942846,0.18285874,0.18499278,0.48155913,2.097845,1.1402397,-0.37745795,-0.594687,0.11345583,1.0415936,1.924777,0.6191506,0.8051519,2.5207083,0.1505606,0.08563244,-0.3375624,0.80049944,-0.27727625,-0.9827665,-0.31123567,0.15929325,-0.6804513,-0.46538752,0.5818232,0.87139213,-0.89933145,-0.716732,-0.41615134,-1.9084616,-1.580342,-0.27151713,-0.98673344,0.8230085,0.046721693,-0.8172773,-0.35235053,1.0699039,0.056530204,0.32586774,0.67228144,-1.0244049,1
-0.056764208,-0.049100686,2.7336304,1.2107728,-1.3701771,-1.0914135,-0.33074358,-0.19438373,0.046552792,0.90195465,-2.1404166,-1.5320966,-0.05675167,-0.94174683,-1.2538056,-1.3967953,1.4594227,1.1951715,-1.3578821,0.45922518,-0.5283751,0.50287116,2.2206783,2.5266185,-2.199998,1.3841923,0.10678922,0.5999193,1.4509119,0.53986406,-2.369906,0.2267274,0.25791326,0.22495462,-0.08649808,-0.8666458,-2.1086564,0.4460905,-0.63565725,-1.5040437,0.3784502,2.9728947,0.9288238,-0.4467444,-1.3126663,-3.3637984,-0.17921919,1.251272,-1.5447935,-1.6203214,0.12359325,-2.6193216,0.19948137,0.503805,1.1424807,-1.2255269,1.6174223,-0.7880273,0
-0.22526836,0.26292968,-0.022931857,0.4303867,-0.20180841,-0.4229602,-0.0359967,-0.98983216,0.55249953,0.5772269,-1.5239097,0.35027507,1.416647,0.85287434,0.97086,0.40581182,1.777571,1.8644301,-0.1481567,0.9751978,0.4158167,0.4939798,1.9442916,1.6745582,0.1476541,1.2994269,0.5462623,-0.39832148,2.2600377,1.5332237,-0.67032623,0.85607606,-0.09952024,0.30399823,0.88593936,1.4103906,2.1676984,0.5040042,0.052722387,2.1552267,0.23321685,0.8464206,-0.057575967,-1.3857338,-1.1768088,-3.254271,-0.22480755,0.007942223,-0.18408659,-1.0506727,1.5727286,-0.67693186,-0.19880226,0.9587432,1.1894199,-0.42489913,1.0043406,0.81666714,0
-1.1157051,-0.28362343,0.050671704,-1.3976974,-1.3779544,-0.857161,0.044315584,-1.0164155,0.010074917,1.2608465,-0.733426,1.3598713,-1.2906655,-0.3712586,-0.29708475,-0.62962276,0.6398401,1.9432825,0.40319973,0.26571956,-0.036650643,-0.7589067,1.169998,1.1678027,-0.5093609,-0.66299623,-0.121579714,-1.5888025,-0.69896173,0.6649192,-1.6148788,-1.7136306,-0.63676715,-0.96281326,0.6893231,0.4344641,1.9803443,0.2568935,0.14871107,1.7491517,0.6142796,0.9462063,-0.66546154,0.16843541,-0.102318384,-0.7850909,-0.88381124,1.0087155,-0.4804094,-0.88668835,-0.7388027,3.049825,0.3116626,0.7342243,-0.25782302,-0.97814554,-0.56741273,0.30812454,1
-0.7591471,0.8262357,-2.0901701,0.07853731,-0.7414927,-0.95313585,-0.16196594,-0.9073345,0.6759769,0.6773854,0.9223782,-1.6811517,0.5605365,1.4565414,0.07679791,-0.43255973,0.08468866,1.2918648,1.0109037,0.85035366,2.9398718,-1.0937663,0.12767948,0.15659286,0.7791545,2.5817888,0.91766375,-0.16762817,2.3351412,0.5651235,-0.446431,0.8842935,1.4685737,-0.40367585,0.21886325,-0.5430842,0.3049181,0.26363066,-0.59786385,0.50476295,-0.8060282,-0.1665805,-2.5306628,-1.3303806,-0.50437534,-2.5550663,-0.07364795,0.6982297,-0.6500636,0.005367631,0.011831654,-1.2639111,-0.55713165,1.1198561,-0.6439124,0.029469935,-0.74101245,0.6942107,1
-0.09808145,0.011923659,0.36960056,0.009114579,-0.9076518,0.093517,0.31734693,-0.5123348,0.20541945,-0.00909674,-1.3227549,0.8102658,0.866455,-0.21706371,-0.16992036,-0.48580444,0.52459633,-0.5926829,0.43706512,0.8178263,-1.8079112,-0.04945642,0.088310234,0.7989517,-0.22697005,-1.5250332,-1.2217959,-0.022318194,0.9534737,-0.43376163,-0.30540302,0.46295545,1.2505336,0.43863174,-0.42946714,-0.55728537,-0.039722823,-0.04045509,0.6569826,-0.2315961,1.150673,1.8375785,-0.99531406,-1.8433688,-0.70798504,-3.7749271,0.41588,1.9944261,1.2970169,-0.4326513,-0.50934774,0.61825407,0.41341776,0.50499433,1.2693704,-0.31154975,0.78332376,-0.44089755,2
-0.12716375,0.98101187,2.5970592,1.2307196,-1.4821693,-1.0493728,-0.13288745,-0.9959395,0.9930229,-0.6554074,-1.7413598,-0.8140774,1.2978297,1.0666074,-0.38306722,0.012651317,2.3939779,0.60353595,-1.8798733,0.14033097,-0.8530109,-1.483758,1.9165149,1.9351562,-1.6996125,0.6074223,0.018835133,-0.9021739,0.8770738,0.9002176,-1.3068283,-0.013206834,0.6161302,-2.0482802,1.2720029,-0.8797419,0.13412431,0.68967307,-1.0887884,0.14882453,0.33558106,2.2332938,0.9528976,-2.3420866,-2.171129,-5.7710958,0.6974897,0.2956723,-0.64850646,-1.39246,-0.2507178,-0.76444054,0.94269043,0.9252713,2.5150084,-2.0251179,1.2030557,-1.6880978,0
1.2741416,1.0000137,-1.2098007,0.66115373,0.037982464,-0.6895588,-0.6781864,-0.67984337,-0.010523839,1.8995507,0.7149858,-0.110537425,1.3373411,0.2583111,0.8613829,0.82787627,0.22856057,-0.25737804,-0.93339974,1.3625197,0.7538144,-0.23623528,-0.69075596,0.6437099,-1.7908782,2.6917224,2.8034604,-0.9871401,0.19851078,0.26688632,-0.68581194,0.7667385,1.34748,-0.25052336,-0.31584284,-0.39767596,-0.042164195,-0.6731715,0.13709319,0.16933966,0.25734767,0.59204155,-1.3351549,-0.0664848,1.2292776,-1.7509296,-0.68670964,0.13919723,-1.9588917,0.8835418,-0.0075731063,0.25273407,-0.20508182,-0.119277924,0.12710941,0.8905741,0.78582984,1.2560084,0
-0.60826933,-0.08083016,-0.15817447,-0.6155681,-1.0801051,-0.9562484,0.29381293,-1.2974782,0.8523555,0.49789965,0.2358605,0.82995236,2.9824681,0.9155233,0.38148415,0.32228878,0.50153136,0.87221104,-0.25615242,1.280618,1.0975298,-0.6334998,0.4898831,0.54326135,0.430072,-1.7450364,-0.6661847,-0.65859264,0.4021475,1.3664863,-0.03181667,0.1781593,0.8275447,0.023146197,0.37176016,1.882813,-0.57514834,-0.8648518,2.283949,-0.5509711,-0.2711275,0.98431647,-0.97966206,0.8532309,0.3358581,0.22016579,-0.78213954,0.15188096,0.5633731,0.055636197,0.12069,0.24488328,-0.3102697,-1.8948408,0.631021,0.43564525,0.42954504,-0.61924165,1
0.24355109,1.7156613,-1.3956685,0.4377064,-1.0279726,-1.3509874,0.2862759,-0.8427015,-0.17539334,1.660322,0.6294675,-0.39966956,-1.0768217,0.15049885,-0.28780484,-0.32082453,0.29415828,0.13344575,1.0850437,1.4126704,1.1400738,-0.32087496,-0.15490471,-0.64449567,1.5349188,2.0059872,-0.23495176,-0.71980417,0.6851404,0.97095996,-0.12488812,-0.3430632,-0.07016881,-1.1968702,0.7871417,0.6036552,-0.5309254,0.017053753,1.223779,-0.507339,-0.32278386,-0.3873282,-3.2333255,-1.5554333,-0.535618,-1.4333158,-1.3790817,-0.68989235,-0.0732405,-0.35740155,0.28117782,-0.50776774,-0.10800901,0.11721328,1.2873073,-1.5527858,0.08386105,-0.065507084,1
-0.049745306,-1.0255433,1.7532812,1.8950882,-1.9035877,-1.6690987,-1.3615445,-1.032393,-0.12025542,0.698931,-1.4290954,-0.065338194,-1.5048943,-0.5546077,-1.3310854,-1.2304178,0.5782664,0.60244036,-3.298708,-0.68847156,-0.8594702,-0.737507,0.06503781,0.94189644,-2.94382,-0.86805874,-0.6282761,-3.200516,0.5047891,1.6746762,-3.073155,-0.85306853,-0.627591,-4.2211666,1.8747089,0.11219516,-0.3557467,-0.46314305,-1.6298288,-0.0021191856,2.5113873,3.185417,2.388508,-0.5668082,0.18742639,-1.4291717,0.86274195,1.3698641,-0.6609275,-0.95963484,-1.2154807,-2.0684774,0.32341412,-0.08643043,2.6788163,-0.60307246,1.5526222,-1.7406296,0
1.6099248,2.5751536,-2.3037431,1.4384862,-1.3964149,-1.5467272,-1.2449187,-1.03313,0.21040526,0.8007948,0.56769437,-0.4923678,-0.091776274,-0.95440555,-0.7245209,-0.58451074,-0.1985561,1.0148407,1.7103374,0.23331368,0.47288972,1.2082422,-1.3119001,0.2926267,0.85045385,1.5904318,0.4332885,1.0304896,-0.0056394422,0.9862745,0.10969581,0.56417274,0.9214158,1.811281,1.2535589,1.317663,2.0755317,0.19384481,1.8940059,2.4886532,1.8381386,1.6348057,0.7072966,0.79806876,0.81901723,0.3286797,-0.7849254,-0.39158142,-0.019462911,1.7849916,0.6470806,-0.20816341,0.9088718,1.5200398,1.4179516,2.084796,1.166587,0.22691298,0
-0.088792,-0.4111307,1.3874588,0.8916059,0.35428378,0.42737836,-0.029392548,-1.4974294,0.56398875,-0.41118395,-1.3323458,0.15179645,1.1019533,1.1698637,0.5400444,0.01732533,0.98186225,-0.47118083,0.09032008,0.45432383,-0.49798432,0.8978307,2.3739412,2.8618205,1.499728,-0.021129223,-1.0142047,-0.6022679,1.0446436,1.361499,0.84282947,-0.9318484,0.073654026,0.35434255,-0.7570389,0.19937275,-0.25191775,-0.59565187,-0.31512585,0.06715759,-0.6093325,-0.21430312,-1.6348068,-0.8394808,-0.73886883,-1.6254559,0.2509532,0.14082082,0.30503935,0.10189158,0.7882157,-1.4852213,-0.12294655,-0.004547073,0.4673404,-0.35779524,0.2894003,1.3070395,0
-0.57709384,0.123363115,-0.68161684,-0.18636091,-1.274705,-1.1895782,-0.07266436,-1.2442784,0.03343474,1.1890316,0.46223128,0.25081363,-0.0015229398,0.13178124,-0.102961674,-0.085633405,0.5782664,1.449367,0.4066286,-0.4499043,-0.34742337,-0.08481869,1.0711029,-0.17740323,0.16317154,0.35033077,1.0047095,1.191175,1.2074566,1.7291998,0.67073613,0.33998343,0.45375356,-0.9283283,0.43174496,0.20463304,0.31801957,0.02272253,1.0010695,0.5417779,1.8157829,2.0287883,0.6674943,1.0885857,0.08668924,-0.81881404,-0.21103118,-0.4128724,0.32371786,0.039484,0.2229173,-0.2399177,0.12429575,0.9083025,0.9891856,1.5308392,2.3972545,0.36603194,1
0.61922574,0.61939245,-1.9932017,0.8476437,-1.486924,-1.6881932,-1.5950327,-1.7117869,-0.5368071,2.5536065,0.5232239,-0.5557856,-0.6366843,-1.0904554,-1.0947986,-0.81829613,0.008319574,0.21426563,-0.78467244,3.282742,1.0705961,-1.1110184,-0.30281976,0.369382,0.011582134,2.508689,1.9654961,0.004926833,1.4936017,0.66024137,-2.0373974,0.3710147,1.2651342,1.2570738,1.8127068,0.76491547,0.014035166,-0.07027535,0.16708362,-0.23322839,0.16747156,0.5577486,-1.7283437,0.90256673,0.5012482,-0.7366032,-0.35255098,0.7570482,-1.0052761,1.6633377,-0.43532357,-0.767692,-1.3185344,1.421131,-0.5629545,0.59524095,0.14029272,-0.26493308,1
-0.014178429,-0.25597894,1.2179482,0.8470005,-1.3704178,-0.7619838,-0.20096932,-1.2971988,0.0708621,0.56092745,-1.7722262,-0.18011715,-0.39730975,-0.34776488,-0.07425575,-0.2803383,0.7464454,1.5351286,-1.6669861,-1.9214725,-1.2396419,-1.3327204,0.8235955,2.5837717,-0.9354144,-0.8880621,0.86292607,-1.3131874,0.06063993,1.0194179,-0.4064381,0.42632437,0.55875474,0.2948085,-0.90497124,-0.06384967,1.1838595,-1.1041957,-0.12206161,0.9831198,1.5689783,2.3786101,1.9507284,-0.091749914,0.043537244,-1.9732633,1.3478955,-0.8626611,0.066534445,-0.6443691,-2.0585103,-1.1284822,0.5153997,1.4249079,1.8166884,-0.50642633,1.3236681,0.19302353,2
-0.0629031,0.2636872,0.23470312,2.923567,0.8811516,1.3474504,-0.19483571,-0.29414025,-0.07936778,1.1578516,-0.5088401,0.4227073,1.4045205,-0.16165887,-0.7067052,-0.91839284,-0.5329778,-0.65745443,0.46539325,0.36385763,0.105446324,-0.4973883,0.2836204,0.4968547,0.67804945,0.947301,1.4661111,0.21095438,1.829635,1.1962738,-0.5091628,2.2835715,1.3755447,0.044650525,-1.4166007,-2.1232069,1.5641493,-1.2853771,-1.709736,1.559742,2.0835092,1.5111773,0.04986479,0.1589961,0.6173302,-1.3967371,0.5727875,0.46492192,-0.64382154,-1.232174,-0.88898945,-1.0818298,1.8071455,1.6937898,0.8936281,-0.79076266,-0.02484935,-1.6784471,1
0.41778913,-0.010579516,0.76757514,1.2698748,0.13772747,2.0395145,0.6601903,-0.6326042,0.04796312,1.0782279,-0.9154907,0.8787047,-0.34378943,0.34237218,0.24299473,-0.056044195,0.45720902,0.65448624,1.2801278,-0.30949587,-0.19779786,-0.28263068,0.15135986,0.85922337,1.2435913,0.635643,0.95571375,1.0200135,0.8124516,1.1092619,0.34694755,0.0151009755,1.5115556,2.0733938,0.82047665,-0.10745105,0.7527684,-0.39528468,0.5979073,0.5707291,1.6487602,2.173471,0.5115914,-1.0113457,1.2645886,-1.3722144,-2.29799,0.86055624,0.44083995,1.5861514,0.4256313,0.30751568,0.60707444,0.39814326,2.3585706,1.6171666,2.0992792,0.907272,2
0.679165,-0.5524052,0.27599764,0.23093864,-1.0249734,-0.8758005,-0.61644185,-1.2219279,-0.6799099,0.8183512,-0.53065,1.0696973,-0.4724818,-0.83794266,0.08242855,-0.5079012,0.777197,0.671362,0.40319973,-0.43293062,-2.3276188,-0.5417009,0.4751189,0.22225596,-0.06333578,-0.66299623,0.7029441,0.5836928,-0.1477705,3.4592028,-0.13894482,1.9080764,0.993174,0.6755878,0.018568112,0.20887628,-0.48608175,-0.3898652,-0.29923433,-0.24187028,0.41057032,1.0547707,0.45100144,0.99854857,0.81959736,-0.7850909,1.9463028,-0.79634464,1.9225569,0.7190126,-1.136198,0.66983247,1.6369423,0.7342243,0.298146,0.63803035,0.6167217,0.6668116,0
0.76972544,0.2821626,0.56573087,-0.8716463,1.6277599,2.088001,0.24798082,1.2498635,0.26263115,0.6231731,-1.745453,0.28665355,2.8304682,1.4021362,0.53309953,0.19072121,1.4570196,-0.14886557,-0.74863815,1.1442641,0.9322359,0.2520521,-0.30205676,-0.578046,-0.544303,-0.26073533,0.33580267,-0.07856708,1.2928615,0.64928293,-0.9527001,-0.13545384,-0.49780893,-0.3415366,0.7125058,-0.20487583,-0.127535,0.94351584,-0.104677126,-0.26480812,0.3615201,0.81762964,-0.89294326,0.9499661,0.8353159,-1.2045714,-0.24982512,1.0131944,0.11064319,0.90811217,-0.7484169,1.6840029,0.14035377,0.9688024,0.7083976,-0.22012348,1.150886,-0.136928,0
0.23936673,-0.08081144,0.1713783,-1.5306171,0.57752115,1.204695,-0.6869242,-0.23959209,0.15330082,0.24871485,0.07842395,1.0189527,1.7525488,0.48066646,-0.09127023,-0.4504134,1.1944143,-0.8163634,0.6049507,1.0554761,-1.2598609,-0.04531926,1.0194076,-0.6029406,-0.61476123,-0.48182535,0.8104648,-0.79618585,0.3600029,-0.083980955,-2.1684296,-0.35679522,1.1428148,0.572387,0.27372578,-0.7942435,-0.83049005,1.3164966,-0.65036094,-0.8029011,0.5259273,0.6874657,0.066743866,0.6631538,0.41894957,-1.4599855,-0.82490766,2.2139556,-2.3109114,1.0403587,-0.18222077,1.5601861,1.4257377,0.14744154,1.5931375,-0.05646489,0.90147537,-0.79326034,0
0.36459056,0.1788623,-0.54694027,-0.36218655,0.090243116,0.5804959,-0.1600766,0.29572287,1.0157154,0.12329339,0.12306418,0.6017449,1.8779845,2.057249,0.33590588,0.12509945,-0.14404237,0.3635636,-1.1621627,0.09880064,0.54865915,0.07835233,0.37824655,-0.36036593,-0.4308115,0.24879849,1.3848007,1.3692161,0.36676505,0.17528075,0.0947529,-0.69302493,0.24702583,-0.35288107,-0.64475226,-0.22674268,0.99178576,-0.09874386,0.38923275,1.1612172,0.06285917,-0.4846534,-0.72674507,0.30624217,0.048912026,-0.06151933,-0.9089835,-0.19477193,-1.1122235,-0.8256067,-0.31987464,-0.2805525,0.82121,0.36948904,-0.76689065,-0.19836491,-1.0172154,0.010839163,0
1.1065769,-0.8530468,-0.07763119,-1.3194886,0.053770207,0.4534063,0.22372477,-0.44737962,0.9710297,-0.14716958,0.059999064,1.0758057,0.85484165,1.4244972,0.26617834,-0.27419397,0.53475374,0.7254762,-0.55228764,0.99120027,1.1094605,-0.62151796,1.6342275,0.62952477,-0.4045714,1.1032612,-1.5377986,-1.1988002,1.2905283,1.4452505,-1.8346169,-0.6901326,-0.8773311,-1.7129241,-0.712292,0.6451033,-0.96761554,0.41712227,-0.65273285,-0.73496056,-0.14686973,-0.14663357,-1.0003036,0.1304303,1.8087116,-0.5109117,0.29066715,0.214924,-2.2096527,0.10370876,0.41747254,1.2778236,0.21665792,-0.8547644,-0.7744387,0.4070711,-0.6510314,-0.86733043,0
